"municipality","indicator","year","value","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE","county"
"paide linn","avg_wage","2024",1682,"EE009","EE006",567,"Järva county"
"paide linn","employees","2021",5055,"EE009","EE006",567,"Järva county"
"paide linn","employees","2022",5082,"EE009","EE006",567,"Järva county"
"paide linn","employees","2023",4972,"EE009","EE006",567,"Järva county"
"paide linn","employees","2024",4852,"EE009","EE006",567,"Järva county"
"paide linn","median_wage","2021",1133,"EE009","EE006",567,"Järva county"
"paide linn","median_wage","2022",1252,"EE009","EE006",567,"Järva county"
"paide linn","median_wage","2023",1400,"EE009","EE006",567,"Järva county"
"paide linn","median_wage","2024",1494,"EE009","EE006",567,"Järva county"
"paide linn","%change","2021",NA,"EE009","EE006",567,"Järva county"
"paide linn","%change","2022",9,"EE009","EE006",567,"Järva county"
"paide linn","%change","2023",10.5,"EE009","EE006",567,"Järva county"
"paide linn","%change","2024",7.3,"EE009","EE006",567,"Järva county"
"peipsiääre vald","avg_wage","2021",1037,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","avg_wage","2022",1172,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","avg_wage","2023",1299,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","avg_wage","2024",1424,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","employees","2021",1013,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","employees","2022",997,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","employees","2023",1004,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","employees","2024",1022,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","median_wage","2021",887,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","median_wage","2022",1000,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","median_wage","2023",1129,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","median_wage","2024",1223,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","%change","2021",NA,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","%change","2022",13.1,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","%change","2023",10.8,"EE008","EE008",586,"Tartu county"
"peipsiääre vald","%change","2024",9.6,"EE008","EE008",586,"Tartu county"
"pärnu linn","avg_wage","2021",1215,"EE004","EE004",624,"Pärnu county"
"pärnu linn","avg_wage","2022",1355,"EE004","EE004",624,"Pärnu county"
"pärnu linn","avg_wage","2023",1504,"EE004","EE004",624,"Pärnu county"
"pärnu linn","avg_wage","2024",1629,"EE004","EE004",624,"Pärnu county"
"pärnu linn","employees","2021",23848,"EE004","EE004",624,"Pärnu county"
"pärnu linn","employees","2022",24647,"EE004","EE004",624,"Pärnu county"
"pärnu linn","employees","2023",24536,"EE004","EE004",624,"Pärnu county"
"pärnu linn","employees","2024",24134,"EE004","EE004",624,"Pärnu county"
"pärnu linn","median_wage","2021",1030,"EE004","EE004",624,"Pärnu county"
"pärnu linn","median_wage","2022",1161,"EE004","EE004",624,"Pärnu county"
"pärnu linn","median_wage","2023",1274,"EE004","EE004",624,"Pärnu county"
"pärnu linn","median_wage","2024",1373,"EE004","EE004",624,"Pärnu county"
"pärnu linn","%change","2021",NA,"EE004","EE004",624,"Pärnu county"
"pärnu linn","%change","2022",11.5,"EE004","EE004",624,"Pärnu county"
"pärnu linn","%change","2023",11,"EE004","EE004",624,"Pärnu county"
"pärnu linn","%change","2024",8.3,"EE004","EE004",624,"Pärnu county"
"põhja-pärnumaa vald","avg_wage","2021",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","avg_wage","2022",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","avg_wage","2023",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","avg_wage","2024",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","employees","2021",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","employees","2022",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","employees","2023",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","employees","2024",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","median_wage","2021",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","median_wage","2022",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","median_wage","2023",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","median_wage","2024",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","%change","2021",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","%change","2022",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","%change","2023",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald","%change","2024",NA,"EE004","EE004",638,"Pärnu county"
"põhja-pärnumaa vald, until 2024","avg_wage","2021",1104,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","avg_wage","2022",1230,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","avg_wage","2023",1390,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","avg_wage","2024",1460,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","employees","2021",2143,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","employees","2022",2210,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","employees","2023",2217,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","employees","2024",2391,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","median_wage","2021",986,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","median_wage","2022",1102,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","median_wage","2023",1228,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","median_wage","2024",1300,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","%change","2021",NA,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","%change","2022",11.4,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","%change","2023",13,NA,NA,NA,NA
"põhja-pärnumaa vald, until 2024","%change","2024",5.1,NA,NA,NA,NA
"põhja-sakala vald","avg_wage","2021",1190,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","avg_wage","2022",1296,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","avg_wage","2023",1415,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","avg_wage","2024",1499,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","employees","2021",2141,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","employees","2022",2153,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","employees","2023",2094,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","employees","2024",2102,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","median_wage","2021",1014,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","median_wage","2022",1118,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","median_wage","2023",1208,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","median_wage","2024",1294,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","%change","2021",NA,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","%change","2022",8.9,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","%change","2023",9.1,"EE008","EE008",615,"Viljandi county"
"põhja-sakala vald","%change","2024",5.9,"EE008","EE008",615,"Viljandi county"
"põltsamaa vald","avg_wage","2021",1182,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","avg_wage","2022",1297,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","avg_wage","2023",1404,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","avg_wage","2024",1547,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","employees","2021",3051,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","employees","2022",2994,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","employees","2023",2940,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","employees","2024",2789,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","median_wage","2021",1037,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","median_wage","2022",1167,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","median_wage","2023",1266,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","median_wage","2024",1399,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","%change","2021",NA,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","%change","2022",9.7,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","%change","2023",8.2,"EE008","EE008",618,"Jõgeva county"
"põltsamaa vald","%change","2024",10.1,"EE008","EE008",618,"Jõgeva county"
"põlva vald","avg_wage","2021",1189,"EE008","EE008",622,"Põlva county"
"põlva vald","avg_wage","2022",1316,"EE008","EE008",622,"Põlva county"
"põlva vald","avg_wage","2023",1457,"EE008","EE008",622,"Põlva county"
"põlva vald","avg_wage","2024",1572,"EE008","EE008",622,"Põlva county"
"põlva vald","employees","2021",4457,"EE008","EE008",622,"Põlva county"
"põlva vald","employees","2022",4503,"EE008","EE008",622,"Põlva county"
"põlva vald","employees","2023",4394,"EE008","EE008",622,"Põlva county"
"põlva vald","employees","2024",4432,"EE008","EE008",622,"Põlva county"
"põlva vald","median_wage","2021",1043,"EE008","EE008",622,"Põlva county"
"põlva vald","median_wage","2022",1167,"EE008","EE008",622,"Põlva county"
"põlva vald","median_wage","2023",1270,"EE008","EE008",622,"Põlva county"
"põlva vald","median_wage","2024",1372,"EE008","EE008",622,"Põlva county"
"põlva vald","%change","2021",NA,"EE008","EE008",622,"Põlva county"
"põlva vald","%change","2022",10.6,"EE008","EE008",622,"Põlva county"
"põlva vald","%change","2023",10.7,"EE008","EE008",622,"Põlva county"
"põlva vald","%change","2024",7.9,"EE008","EE008",622,"Põlva county"
"raasiku vald","avg_wage","2021",1289,"EE001","EE001",651,"Harju county"
"raasiku vald","avg_wage","2022",1424,"EE001","EE001",651,"Harju county"
"raasiku vald","avg_wage","2023",1612,"EE001","EE001",651,"Harju county"
"raasiku vald","avg_wage","2024",1752,"EE001","EE001",651,"Harju county"
"raasiku vald","employees","2021",1458,"EE001","EE001",651,"Harju county"
"raasiku vald","employees","2022",1505,"EE001","EE001",651,"Harju county"
"raasiku vald","employees","2023",1436,"EE001","EE001",651,"Harju county"
"raasiku vald","employees","2024",1527,"EE001","EE001",651,"Harju county"
"raasiku vald","median_wage","2021",1125,"EE001","EE001",651,"Harju county"
"raasiku vald","median_wage","2022",1244,"EE001","EE001",651,"Harju county"
"raasiku vald","median_wage","2023",1411,"EE001","EE001",651,"Harju county"
"raasiku vald","median_wage","2024",1523,"EE001","EE001",651,"Harju county"
"raasiku vald","%change","2021",NA,"EE001","EE001",651,"Harju county"
"raasiku vald","%change","2022",10.5,"EE001","EE001",651,"Harju county"
"raasiku vald","%change","2023",13.2,"EE001","EE001",651,"Harju county"
"raasiku vald","%change","2024",8.7,"EE001","EE001",651,"Harju county"
"rae vald","avg_wage","2021",1634,"EE001","EE001",653,"Harju county"
"rae vald","avg_wage","2022",1801,"EE001","EE001",653,"Harju county"
"rae vald","avg_wage","2023",1961,"EE001","EE001",653,"Harju county"
"rae vald","avg_wage","2024",2082,"EE001","EE001",653,"Harju county"
"rae vald","employees","2021",18866,"EE001","EE001",653,"Harju county"
"rae vald","employees","2022",19803,"EE001","EE001",653,"Harju county"
"rae vald","employees","2023",20184,"EE001","EE001",653,"Harju county"
"rae vald","employees","2024",20422,"EE001","EE001",653,"Harju county"
"rae vald","median_wage","2021",1396,"EE001","EE001",653,"Harju county"
"rae vald","median_wage","2022",1539,"EE001","EE001",653,"Harju county"
"rae vald","median_wage","2023",1695,"EE001","EE001",653,"Harju county"
"rae vald","median_wage","2024",1798,"EE001","EE001",653,"Harju county"
"rae vald","%change","2021",NA,"EE001","EE001",653,"Harju county"
"rae vald","%change","2022",10.2,"EE001","EE001",653,"Harju county"
"rae vald","%change","2023",8.8,"EE001","EE001",653,"Harju county"
"rae vald","%change","2024",6.2,"EE001","EE001",653,"Harju county"
"rakvere linn","avg_wage","2021",1203,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","avg_wage","2022",1332,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","avg_wage","2023",1482,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","avg_wage","2024",1593,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","employees","2021",7323,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","employees","2022",7436,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","employees","2023",7279,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","employees","2024",7189,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","median_wage","2021",1009,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","median_wage","2022",1147,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","median_wage","2023",1270,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","median_wage","2024",1368,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","%change","2021",NA,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","%change","2022",10.8,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","%change","2023",11.2,"EE009","EE006",663,"Lääne-Viru county"
"rakvere linn","%change","2024",7.5,"EE009","EE006",663,"Lääne-Viru county"
"rakvere vald","avg_wage","2021",1171,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","avg_wage","2022",1277,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","avg_wage","2023",1411,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","avg_wage","2024",1467,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","employees","2021",3737,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","employees","2022",3744,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","employees","2023",3683,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","employees","2024",3541,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","median_wage","2021",1047,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","median_wage","2022",1137,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","median_wage","2023",1230,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","median_wage","2024",1276,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","%change","2021",NA,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","%change","2022",9.1,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","%change","2023",10.5,"EE009","EE006",661,"Lääne-Viru county"
"rakvere vald","%change","2024",4,"EE009","EE006",661,"Lääne-Viru county"
"rapla vald","avg_wage","2021",1214,"EE009","EE006",668,"Rapla county"
"rapla vald","avg_wage","2022",1334,"EE009","EE006",668,"Rapla county"
"rapla vald","avg_wage","2023",1478,"EE009","EE006",668,"Rapla county"
"rapla vald","avg_wage","2024",1584,"EE009","EE006",668,"Rapla county"
"rapla vald","employees","2021",4902,"EE009","EE006",668,"Rapla county"
"rapla vald","employees","2022",4997,"EE009","EE006",668,"Rapla county"
"rapla vald","employees","2023",4851,"EE009","EE006",668,"Rapla county"
"rapla vald","employees","2024",4756,"EE009","EE006",668,"Rapla county"
"rapla vald","median_wage","2021",1066,"EE009","EE006",668,"Rapla county"
"rapla vald","median_wage","2022",1174,"EE009","EE006",668,"Rapla county"
"rapla vald","median_wage","2023",1300,"EE009","EE006",668,"Rapla county"
"rapla vald","median_wage","2024",1385,"EE009","EE006",668,"Rapla county"
"rapla vald","%change","2021",NA,"EE009","EE006",668,"Rapla county"
"rapla vald","%change","2022",9.9,"EE009","EE006",668,"Rapla county"
"rapla vald","%change","2023",10.7,"EE009","EE006",668,"Rapla county"
"rapla vald","%change","2024",7.2,"EE009","EE006",668,"Rapla county"
"ruhnu vald","avg_wage","2021",1276,"EE004","EE004",689,"Saare county"
"ruhnu vald","avg_wage","2022",1313,"EE004","EE004",689,"Saare county"
"ruhnu vald","avg_wage","2023",1453,"EE004","EE004",689,"Saare county"
"ruhnu vald","avg_wage","2024",1469,"EE004","EE004",689,"Saare county"
"ruhnu vald","employees","2021",34,"EE004","EE004",689,"Saare county"
"ruhnu vald","employees","2022",33,"EE004","EE004",689,"Saare county"
"ruhnu vald","employees","2023",38,"EE004","EE004",689,"Saare county"
"ruhnu vald","employees","2024",36,"EE004","EE004",689,"Saare county"
"ruhnu vald","median_wage","2021",1232,"EE004","EE004",689,"Saare county"
"ruhnu vald","median_wage","2022",1290,"EE004","EE004",689,"Saare county"
"ruhnu vald","median_wage","2023",1346,"EE004","EE004",689,"Saare county"
"ruhnu vald","median_wage","2024",1387,"EE004","EE004",689,"Saare county"
"ruhnu vald","%change","2021",NA,"EE004","EE004",689,"Saare county"
"ruhnu vald","%change","2022",2.9,"EE004","EE004",689,"Saare county"
"ruhnu vald","%change","2023",10.6,"EE004","EE004",689,"Saare county"
"ruhnu vald","%change","2024",1.1,"EE004","EE004",689,"Saare county"
"räpina vald","avg_wage","2021",1123,"EE008","EE008",708,"Põlva county"
"räpina vald","avg_wage","2022",1221,"EE008","EE008",708,"Põlva county"
"räpina vald","avg_wage","2023",1356,"EE008","EE008",708,"Põlva county"
"räpina vald","avg_wage","2024",1474,"EE008","EE008",708,"Põlva county"
"räpina vald","employees","2021",1662,"EE008","EE008",708,"Põlva county"
"räpina vald","employees","2022",1643,"EE008","EE008",708,"Põlva county"
"räpina vald","employees","2023",1521,"EE008","EE008",708,"Põlva county"
"räpina vald","employees","2024",1520,"EE008","EE008",708,"Põlva county"
"räpina vald","median_wage","2021",954,"EE008","EE008",708,"Põlva county"
"räpina vald","median_wage","2022",1041,"EE008","EE008",708,"Põlva county"
"räpina vald","median_wage","2023",1161,"EE008","EE008",708,"Põlva county"
"räpina vald","median_wage","2024",1270,"EE008","EE008",708,"Põlva county"
"räpina vald","%change","2021",NA,"EE008","EE008",708,"Põlva county"
"räpina vald","%change","2022",8.8,"EE008","EE008",708,"Põlva county"
"räpina vald","%change","2023",11,"EE008","EE008",708,"Põlva county"
"räpina vald","%change","2024",8.7,"EE008","EE008",708,"Põlva county"
"rõuge vald","avg_wage","2021",936,"EE008","EE008",698,"Võru county"
"rõuge vald","avg_wage","2022",1043,"EE008","EE008",698,"Võru county"
"rõuge vald","avg_wage","2023",1141,"EE008","EE008",698,"Võru county"
"rõuge vald","avg_wage","2024",1239,"EE008","EE008",698,"Võru county"
"rõuge vald","employees","2021",1000,"EE008","EE008",698,"Võru county"
"rõuge vald","employees","2022",999,"EE008","EE008",698,"Võru county"
"rõuge vald","employees","2023",929,"EE008","EE008",698,"Võru county"
"rõuge vald","employees","2024",950,"EE008","EE008",698,"Võru county"
"rõuge vald","median_wage","2021",820,"EE008","EE008",698,"Võru county"
"rõuge vald","median_wage","2022",905,"EE008","EE008",698,"Võru county"
"rõuge vald","median_wage","2023",991,"EE008","EE008",698,"Võru county"
"rõuge vald","median_wage","2024",1092,"EE008","EE008",698,"Võru county"
"rõuge vald","%change","2021",NA,"EE008","EE008",698,"Võru county"
"rõuge vald","%change","2022",11.4,"EE008","EE008",698,"Võru county"
"rõuge vald","%change","2023",9.4,"EE008","EE008",698,"Võru county"
"rõuge vald","%change","2024",8.6,"EE008","EE008",698,"Võru county"
"saarde vald","avg_wage","2021",1145,"EE004","EE004",712,"Pärnu county"
"saarde vald","avg_wage","2022",1277,"EE004","EE004",712,"Pärnu county"
"saarde vald","avg_wage","2023",1412,"EE004","EE004",712,"Pärnu county"
"saarde vald","avg_wage","2024",1541,"EE004","EE004",712,"Pärnu county"
"saarde vald","employees","2021",998,"EE004","EE004",712,"Pärnu county"
"saarde vald","employees","2022",978,"EE004","EE004",712,"Pärnu county"
"saarde vald","employees","2023",983,"EE004","EE004",712,"Pärnu county"
"saarde vald","employees","2024",943,"EE004","EE004",712,"Pärnu county"
"saarde vald","median_wage","2021",1000,"EE004","EE004",712,"Pärnu county"
"saarde vald","median_wage","2022",1125,"EE004","EE004",712,"Pärnu county"
"saarde vald","median_wage","2023",1236,"EE004","EE004",712,"Pärnu county"
"saarde vald","median_wage","2024",1347,"EE004","EE004",712,"Pärnu county"
"saarde vald","%change","2021",NA,"EE004","EE004",712,"Pärnu county"
"saarde vald","%change","2022",11.5,"EE004","EE004",712,"Pärnu county"
"saarde vald","%change","2023",10.5,"EE004","EE004",712,"Pärnu county"
"saarde vald","%change","2024",9.2,"EE004","EE004",712,"Pärnu county"
"saaremaa vald","avg_wage","2021",1148,"EE004","EE004",714,"Saare county"
"saaremaa vald","avg_wage","2022",1263,"EE004","EE004",714,"Saare county"
"saaremaa vald","avg_wage","2023",1400,"EE004","EE004",714,"Saare county"
"saaremaa vald","avg_wage","2024",1523,"EE004","EE004",714,"Saare county"
"saaremaa vald","employees","2021",11048,"EE004","EE004",714,"Saare county"
"saaremaa vald","employees","2022",11307,"EE004","EE004",714,"Saare county"
"saaremaa vald","employees","2023",11061,"EE004","EE004",714,"Saare county"
"saaremaa vald","employees","2024",10982,"EE004","EE004",714,"Saare county"
"saaremaa vald","median_wage","2021",1000,"EE004","EE004",714,"Saare county"
"saaremaa vald","median_wage","2022",1100,"EE004","EE004",714,"Saare county"
"saaremaa vald","median_wage","2023",1208,"EE004","EE004",714,"Saare county"
"saaremaa vald","median_wage","2024",1309,"EE004","EE004",714,"Saare county"
"saaremaa vald","%change","2021",NA,"EE004","EE004",714,"Saare county"
"saaremaa vald","%change","2022",10,"EE004","EE004",714,"Saare county"
"saaremaa vald","%change","2023",10.9,"EE004","EE004",714,"Saare county"
"saaremaa vald","%change","2024",8.8,"EE004","EE004",714,"Saare county"
"saku vald","avg_wage","2021",1566,"EE001","EE001",718,"Harju county"
"saku vald","avg_wage","2022",1717,"EE001","EE001",718,"Harju county"
"saku vald","avg_wage","2023",1879,"EE001","EE001",718,"Harju county"
"saku vald","avg_wage","2024",1983,"EE001","EE001",718,"Harju county"
"saku vald","employees","2021",5461,"EE001","EE001",718,"Harju county"
"saku vald","employees","2022",5641,"EE001","EE001",718,"Harju county"
"saku vald","employees","2023",5651,"EE001","EE001",718,"Harju county"
"saku vald","employees","2024",5730,"EE001","EE001",718,"Harju county"
"saku vald","median_wage","2021",1332,"EE001","EE001",718,"Harju county"
"saku vald","median_wage","2022",1454,"EE001","EE001",718,"Harju county"
"saku vald","median_wage","2023",1632,"EE001","EE001",718,"Harju county"
"saku vald","median_wage","2024",1724,"EE001","EE001",718,"Harju county"
"saku vald","%change","2021",NA,"EE001","EE001",718,"Harju county"
"saku vald","%change","2022",9.6,"EE001","EE001",718,"Harju county"
"saku vald","%change","2023",9.4,"EE001","EE001",718,"Harju county"
"saku vald","%change","2024",5.5,"EE001","EE001",718,"Harju county"
"saue vald","avg_wage","2021",1433,"EE001","EE001",726,"Harju county"
"saue vald","avg_wage","2022",1576,"EE001","EE001",726,"Harju county"
"saue vald","avg_wage","2023",1733,"EE001","EE001",726,"Harju county"
"saue vald","avg_wage","2024",1875,"EE001","EE001",726,"Harju county"
"saue vald","employees","2021",8251,"EE001","EE001",726,"Harju county"
"saue vald","employees","2022",8522,"EE001","EE001",726,"Harju county"
"saue vald","employees","2023",8456,"EE001","EE001",726,"Harju county"
"saue vald","employees","2024",8477,"EE001","EE001",726,"Harju county"
"saue vald","median_wage","2021",1257,"EE001","EE001",726,"Harju county"
"saue vald","median_wage","2022",1388,"EE001","EE001",726,"Harju county"
"saue vald","median_wage","2023",1532,"EE001","EE001",726,"Harju county"
"saue vald","median_wage","2024",1655,"EE001","EE001",726,"Harju county"
"saue vald","%change","2021",NA,"EE001","EE001",726,"Harju county"
"saue vald","%change","2022",10,"EE001","EE001",726,"Harju county"
"saue vald","%change","2023",10,"EE001","EE001",726,"Harju county"
"saue vald","%change","2024",8.2,"EE001","EE001",726,"Harju county"
"setomaa vald","avg_wage","2021",1073,"EE008","EE008",732,"Võru county"
"setomaa vald","avg_wage","2022",1186,"EE008","EE008",732,"Võru county"
"setomaa vald","avg_wage","2023",1345,"EE008","EE008",732,"Võru county"
"setomaa vald","avg_wage","2024",1421,"EE008","EE008",732,"Võru county"
"setomaa vald","employees","2021",908,"EE008","EE008",732,"Võru county"
"setomaa vald","employees","2022",880,"EE008","EE008",732,"Võru county"
"setomaa vald","employees","2023",885,"EE008","EE008",732,"Võru county"
"setomaa vald","employees","2024",909,"EE008","EE008",732,"Võru county"
"setomaa vald","median_wage","2021",912,"EE008","EE008",732,"Võru county"
"setomaa vald","median_wage","2022",1020,"EE008","EE008",732,"Võru county"
"setomaa vald","median_wage","2023",1167,"EE008","EE008",732,"Võru county"
"setomaa vald","median_wage","2024",1200,"EE008","EE008",732,"Võru county"
"setomaa vald","%change","2021",NA,"EE008","EE008",732,"Võru county"
"setomaa vald","%change","2022",10.5,"EE008","EE008",732,"Võru county"
"setomaa vald","%change","2023",13.5,"EE008","EE008",732,"Võru county"
"setomaa vald","%change","2024",5.6,"EE008","EE008",732,"Võru county"
"sillamäe linn","avg_wage","2021",NA,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","avg_wage","2022",NA,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","avg_wage","2023",1386,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","avg_wage","2024",1537,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","employees","2021",NA,"EE00A","EE007",735,"Ida-Viru county"
