"municipality","indicator","year","value","NUTS 3 CODE 2021","NUTS 3 CODE 2016","LAU CODE","county"
"sillamäe linn","employees","2022",NA,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","employees","2023",3455,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","employees","2024",3123,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","median_wage","2021",NA,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","median_wage","2022",NA,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","median_wage","2023",1186,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","median_wage","2024",1297,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","%change","2021",NA,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","%change","2022",NA,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","%change","2023",NA,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn","%change","2024",10.9,"EE00A","EE007",735,"Ida-Viru county"
"sillamäe linn, until 2022","avg_wage","2021",1142,NA,NA,NA,NA
"sillamäe linn, until 2022","avg_wage","2022",1237,NA,NA,NA,NA
"sillamäe linn, until 2022","avg_wage","2023",NA,NA,NA,NA,NA
"sillamäe linn, until 2022","avg_wage","2024",NA,NA,NA,NA,NA
"sillamäe linn, until 2022","employees","2021",3828,NA,NA,NA,NA
"sillamäe linn, until 2022","employees","2022",3654,NA,NA,NA,NA
"sillamäe linn, until 2022","employees","2023",NA,NA,NA,NA,NA
"sillamäe linn, until 2022","employees","2024",NA,NA,NA,NA,NA
"sillamäe linn, until 2022","median_wage","2021",987,NA,NA,NA,NA
"sillamäe linn, until 2022","median_wage","2022",1068,NA,NA,NA,NA
"sillamäe linn, until 2022","median_wage","2023",NA,NA,NA,NA,NA
"sillamäe linn, until 2022","median_wage","2024",NA,NA,NA,NA,NA
"sillamäe linn, until 2022","%change","2021",NA,NA,NA,NA,NA
"sillamäe linn, until 2022","%change","2022",8.3,NA,NA,NA,NA
"sillamäe linn, until 2022","%change","2023",NA,NA,NA,NA,NA
"sillamäe linn, until 2022","%change","2024",NA,NA,NA,NA,NA
"tallinn","avg_wage","2021",1724,"EE001","EE001",784,"Harju county"
"tallinn","avg_wage","2022",1935,"EE001","EE001",784,"Harju county"
"tallinn","avg_wage","2023",2152,"EE001","EE001",784,"Harju county"
"tallinn","avg_wage","2024",2325,"EE001","EE001",784,"Harju county"
"tallinn","employees","2021",242841,"EE001","EE001",784,"Harju county"
"tallinn","employees","2022",254714,"EE001","EE001",784,"Harju county"
"tallinn","employees","2023",254498,"EE001","EE001",784,"Harju county"
"tallinn","employees","2024",252042,"EE001","EE001",784,"Harju county"
"tallinn","median_wage","2021",1378,"EE001","EE001",784,"Harju county"
"tallinn","median_wage","2022",1543,"EE001","EE001",784,"Harju county"
"tallinn","median_wage","2023",1749,"EE001","EE001",784,"Harju county"
"tallinn","median_wage","2024",1896,"EE001","EE001",784,"Harju county"
"tallinn","%change","2021",NA,"EE001","EE001",784,"Harju county"
"tallinn","%change","2022",12.3,"EE001","EE001",784,"Harju county"
"tallinn","%change","2023",11.2,"EE001","EE001",784,"Harju county"
"tallinn","%change","2024",8,"EE001","EE001",784,"Harju county"
"tapa vald","avg_wage","2021",1144,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","avg_wage","2022",1234,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","avg_wage","2023",1389,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","avg_wage","2024",1488,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","employees","2021",2933,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","employees","2022",2931,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","employees","2023",2783,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","employees","2024",2750,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","median_wage","2021",1016,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","median_wage","2022",1105,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","median_wage","2023",1229,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","median_wage","2024",1329,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","%change","2021",NA,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","%change","2022",7.8,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","%change","2023",12.6,"EE009","EE006",792,"Lääne-Viru county"
"tapa vald","%change","2024",7.1,"EE009","EE006",792,"Lääne-Viru county"
"tartu linn","avg_wage","2021",1540,"EE008","EE008",793,"Tartu county"
"tartu linn","avg_wage","2022",1718,"EE008","EE008",793,"Tartu county"
"tartu linn","avg_wage","2023",1929,"EE008","EE008",793,"Tartu county"
"tartu linn","avg_wage","2024",2104,"EE008","EE008",793,"Tartu county"
"tartu linn","employees","2021",58387,"EE008","EE008",793,"Tartu county"
"tartu linn","employees","2022",60503,"EE008","EE008",793,"Tartu county"
"tartu linn","employees","2023",60381,"EE008","EE008",793,"Tartu county"
"tartu linn","employees","2024",60178,"EE008","EE008",793,"Tartu county"
"tartu linn","median_wage","2021",1284,"EE008","EE008",793,"Tartu county"
"tartu linn","median_wage","2022",1432,"EE008","EE008",793,"Tartu county"
"tartu linn","median_wage","2023",1625,"EE008","EE008",793,"Tartu county"
"tartu linn","median_wage","2024",1774,"EE008","EE008",793,"Tartu county"
"tartu linn","%change","2021",NA,"EE008","EE008",793,"Tartu county"
"tartu linn","%change","2022",11.6,"EE008","EE008",793,"Tartu county"
"tartu linn","%change","2023",12.3,"EE008","EE008",793,"Tartu county"
"tartu linn","%change","2024",9.1,"EE008","EE008",793,"Tartu county"
"tartu vald","avg_wage","2021",1304,"EE008","EE008",796,"Tartu county"
"tartu vald","avg_wage","2022",1451,"EE008","EE008",796,"Tartu county"
"tartu vald","avg_wage","2023",1609,"EE008","EE008",796,"Tartu county"
"tartu vald","avg_wage","2024",1723,"EE008","EE008",796,"Tartu county"
"tartu vald","employees","2021",4586,"EE008","EE008",796,"Tartu county"
"tartu vald","employees","2022",4938,"EE008","EE008",796,"Tartu county"
"tartu vald","employees","2023",4991,"EE008","EE008",796,"Tartu county"
"tartu vald","employees","2024",4979,"EE008","EE008",796,"Tartu county"
"tartu vald","median_wage","2021",1156,"EE008","EE008",796,"Tartu county"
"tartu vald","median_wage","2022",1264,"EE008","EE008",796,"Tartu county"
"tartu vald","median_wage","2023",1400,"EE008","EE008",796,"Tartu county"
"tartu vald","median_wage","2024",1507,"EE008","EE008",796,"Tartu county"
"tartu vald","%change","2021",NA,"EE008","EE008",796,"Tartu county"
"tartu vald","%change","2022",11.2,"EE008","EE008",796,"Tartu county"
"tartu vald","%change","2023",10.9,"EE008","EE008",796,"Tartu county"
"tartu vald","%change","2024",7.1,"EE008","EE008",796,"Tartu county"
"toila vald","avg_wage","2021",969,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","avg_wage","2022",1123,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","avg_wage","2023",1279,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","avg_wage","2024",1386,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","employees","2021",966,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","employees","2022",989,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","employees","2023",985,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","employees","2024",926,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","median_wage","2021",833,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","median_wage","2022",962,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","median_wage","2023",1067,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","median_wage","2024",1147,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","%change","2021",NA,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","%change","2022",15.9,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","%change","2023",13.9,"EE00A","EE007",803,"Ida-Viru county"
"toila vald","%change","2024",8.3,"EE00A","EE007",803,"Ida-Viru county"
"tori vald","avg_wage","2021",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","avg_wage","2022",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","avg_wage","2023",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","avg_wage","2024",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","employees","2021",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","employees","2022",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","employees","2023",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","employees","2024",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","median_wage","2021",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","median_wage","2022",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","median_wage","2023",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","median_wage","2024",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","%change","2021",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","%change","2022",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","%change","2023",NA,"EE004","EE004",809,"Pärnu county"
"tori vald","%change","2024",NA,"EE004","EE004",809,"Pärnu county"
"tori vald, until 2024","avg_wage","2021",1216,NA,NA,NA,NA
"tori vald, until 2024","avg_wage","2022",1338,NA,NA,NA,NA
"tori vald, until 2024","avg_wage","2023",1484,NA,NA,NA,NA
"tori vald, until 2024","avg_wage","2024",1573,NA,NA,NA,NA
"tori vald, until 2024","employees","2021",2858,NA,NA,NA,NA
"tori vald, until 2024","employees","2022",2902,NA,NA,NA,NA
"tori vald, until 2024","employees","2023",3037,NA,NA,NA,NA
"tori vald, until 2024","employees","2024",3013,NA,NA,NA,NA
"tori vald, until 2024","median_wage","2021",1047,NA,NA,NA,NA
"tori vald, until 2024","median_wage","2022",1158,NA,NA,NA,NA
"tori vald, until 2024","median_wage","2023",1287,NA,NA,NA,NA
"tori vald, until 2024","median_wage","2024",1377,NA,NA,NA,NA
"tori vald, until 2024","%change","2021",NA,NA,NA,NA,NA
"tori vald, until 2024","%change","2022",10.1,NA,NA,NA,NA
"tori vald, until 2024","%change","2023",10.9,NA,NA,NA,NA
"tori vald, until 2024","%change","2024",5.9,NA,NA,NA,NA
"tõrva vald","avg_wage","2021",1233,"EE008","EE008",824,"Valga county"
"tõrva vald","avg_wage","2022",1262,"EE008","EE008",824,"Valga county"
"tõrva vald","avg_wage","2023",1373,"EE008","EE008",824,"Valga county"
"tõrva vald","avg_wage","2024",1471,"EE008","EE008",824,"Valga county"
"tõrva vald","employees","2021",1835,"EE008","EE008",824,"Valga county"
"tõrva vald","employees","2022",1829,"EE008","EE008",824,"Valga county"
"tõrva vald","employees","2023",1738,"EE008","EE008",824,"Valga county"
"tõrva vald","employees","2024",1699,"EE008","EE008",824,"Valga county"
"tõrva vald","median_wage","2021",984,"EE008","EE008",824,"Valga county"
"tõrva vald","median_wage","2022",1064,"EE008","EE008",824,"Valga county"
"tõrva vald","median_wage","2023",1161,"EE008","EE008",824,"Valga county"
"tõrva vald","median_wage","2024",1250,"EE008","EE008",824,"Valga county"
"tõrva vald","%change","2021",NA,"EE008","EE008",824,"Valga county"
"tõrva vald","%change","2022",2.4,"EE008","EE008",824,"Valga county"
"tõrva vald","%change","2023",8.8,"EE008","EE008",824,"Valga county"
"tõrva vald","%change","2024",7.1,"EE008","EE008",824,"Valga county"
"türi vald","avg_wage","2021",1208,"EE009","EE006",834,"Järva county"
"türi vald","avg_wage","2022",1322,"EE009","EE006",834,"Järva county"
"türi vald","avg_wage","2023",1480,"EE009","EE006",834,"Järva county"
"türi vald","avg_wage","2024",1594,"EE009","EE006",834,"Järva county"
"türi vald","employees","2021",2981,"EE009","EE006",834,"Järva county"
"türi vald","employees","2022",3014,"EE009","EE006",834,"Järva county"
"türi vald","employees","2023",2993,"EE009","EE006",834,"Järva county"
"türi vald","employees","2024",3018,"EE009","EE006",834,"Järva county"
"türi vald","median_wage","2021",1036,"EE009","EE006",834,"Järva county"
"türi vald","median_wage","2022",1144,"EE009","EE006",834,"Järva county"
"türi vald","median_wage","2023",1266,"EE009","EE006",834,"Järva county"
"türi vald","median_wage","2024",1411,"EE009","EE006",834,"Järva county"
"türi vald","%change","2021",NA,"EE009","EE006",834,"Järva county"
"türi vald","%change","2022",9.4,"EE009","EE006",834,"Järva county"
"türi vald","%change","2023",11.9,"EE009","EE006",834,"Järva county"
"türi vald","%change","2024",7.7,"EE009","EE006",834,"Järva county"
"valga vald","avg_wage","2021",NA,"EE008","EE008",855,"Valga county"
"valga vald","avg_wage","2022",NA,"EE008","EE008",855,"Valga county"
"valga vald","avg_wage","2023",NA,"EE008","EE008",855,"Valga county"
"valga vald","avg_wage","2024",1434,"EE008","EE008",855,"Valga county"
"valga vald","employees","2021",NA,"EE008","EE008",855,"Valga county"
"valga vald","employees","2022",NA,"EE008","EE008",855,"Valga county"
"valga vald","employees","2023",NA,"EE008","EE008",855,"Valga county"
"valga vald","employees","2024",4212,"EE008","EE008",855,"Valga county"
"valga vald","median_wage","2021",NA,"EE008","EE008",855,"Valga county"
"valga vald","median_wage","2022",NA,"EE008","EE008",855,"Valga county"
"valga vald","median_wage","2023",NA,"EE008","EE008",855,"Valga county"
"valga vald","median_wage","2024",1242,"EE008","EE008",855,"Valga county"
"valga vald","%change","2021",NA,"EE008","EE008",855,"Valga county"
"valga vald","%change","2022",NA,"EE008","EE008",855,"Valga county"
"valga vald","%change","2023",NA,"EE008","EE008",855,"Valga county"
"valga vald","%change","2024",NA,"EE008","EE008",855,"Valga county"
"valga vald, until 2023","avg_wage","2021",1061,NA,NA,NA,NA
"valga vald, until 2023","avg_wage","2022",1164,NA,NA,NA,NA
"valga vald, until 2023","avg_wage","2023",1317,NA,NA,NA,NA
"valga vald, until 2023","avg_wage","2024",NA,NA,NA,NA,NA
"valga vald, until 2023","employees","2021",4498,NA,NA,NA,NA
"valga vald, until 2023","employees","2022",4490,NA,NA,NA,NA
"valga vald, until 2023","employees","2023",4289,NA,NA,NA,NA
"valga vald, until 2023","employees","2024",NA,NA,NA,NA,NA
"valga vald, until 2023","median_wage","2021",918,NA,NA,NA,NA
"valga vald, until 2023","median_wage","2022",1016,NA,NA,NA,NA
"valga vald, until 2023","median_wage","2023",1149,NA,NA,NA,NA
"valga vald, until 2023","median_wage","2024",NA,NA,NA,NA,NA
"valga vald, until 2023","%change","2021",NA,NA,NA,NA,NA
"valga vald, until 2023","%change","2022",9.7,NA,NA,NA,NA
"valga vald, until 2023","%change","2023",13.2,NA,NA,NA,NA
"valga vald, until 2023","%change","2024",NA,NA,NA,NA,NA
"viimsi vald","avg_wage","2021",1380,"EE001","EE001",890,"Harju county"
"viimsi vald","avg_wage","2022",1514,"EE001","EE001",890,"Harju county"
"viimsi vald","avg_wage","2023",1690,"EE001","EE001",890,"Harju county"
"viimsi vald","avg_wage","2024",1808,"EE001","EE001",890,"Harju county"
"viimsi vald","employees","2021",6121,"EE001","EE001",890,"Harju county"
"viimsi vald","employees","2022",6286,"EE001","EE001",890,"Harju county"
"viimsi vald","employees","2023",6240,"EE001","EE001",890,"Harju county"
"viimsi vald","employees","2024",6091,"EE001","EE001",890,"Harju county"
"viimsi vald","median_wage","2021",1190,"EE001","EE001",890,"Harju county"
"viimsi vald","median_wage","2022",1297,"EE001","EE001",890,"Harju county"
"viimsi vald","median_wage","2023",1429,"EE001","EE001",890,"Harju county"
"viimsi vald","median_wage","2024",1518,"EE001","EE001",890,"Harju county"
"viimsi vald","%change","2021",NA,"EE001","EE001",890,"Harju county"
"viimsi vald","%change","2022",9.7,"EE001","EE001",890,"Harju county"
"viimsi vald","%change","2023",11.6,"EE001","EE001",890,"Harju county"
"viimsi vald","%change","2024",7,"EE001","EE001",890,"Harju county"
"viljandi linn","avg_wage","2021",1257,"EE008","EE008",897,"Viljandi county"
"viljandi linn","avg_wage","2022",1381,"EE008","EE008",897,"Viljandi county"
"viljandi linn","avg_wage","2023",1519,"EE008","EE008",897,"Viljandi county"
"viljandi linn","avg_wage","2024",1633,"EE008","EE008",897,"Viljandi county"
"viljandi linn","employees","2021",9153,"EE008","EE008",897,"Viljandi county"
"viljandi linn","employees","2022",9347,"EE008","EE008",897,"Viljandi county"
"viljandi linn","employees","2023",9077,"EE008","EE008",897,"Viljandi county"
"viljandi linn","employees","2024",8750,"EE008","EE008",897,"Viljandi county"
"viljandi linn","median_wage","2021",1128,"EE008","EE008",897,"Viljandi county"
"viljandi linn","median_wage","2022",1236,"EE008","EE008",897,"Viljandi county"
"viljandi linn","median_wage","2023",1348,"EE008","EE008",897,"Viljandi county"
"viljandi linn","median_wage","2024",1448,"EE008","EE008",897,"Viljandi county"
"viljandi linn","%change","2021",NA,"EE008","EE008",897,"Viljandi county"
"viljandi linn","%change","2022",9.9,"EE008","EE008",897,"Viljandi county"
"viljandi linn","%change","2023",10,"EE008","EE008",897,"Viljandi county"
"viljandi linn","%change","2024",7.5,"EE008","EE008",897,"Viljandi county"
"viljandi vald","avg_wage","2021",1276,"EE008","EE008",899,"Viljandi county"
"viljandi vald","avg_wage","2022",1424,"EE008","EE008",899,"Viljandi county"
"viljandi vald","avg_wage","2023",1585,"EE008","EE008",899,"Viljandi county"
"viljandi vald","avg_wage","2024",1750,"EE008","EE008",899,"Viljandi county"
"viljandi vald","employees","2021",4517,"EE008","EE008",899,"Viljandi county"
"viljandi vald","employees","2022",4551,"EE008","EE008",899,"Viljandi county"
"viljandi vald","employees","2023",4582,"EE008","EE008",899,"Viljandi county"
"viljandi vald","employees","2024",4602,"EE008","EE008",899,"Viljandi county"
"viljandi vald","median_wage","2021",1123,"EE008","EE008",899,"Viljandi county"
"viljandi vald","median_wage","2022",1253,"EE008","EE008",899,"Viljandi county"
"viljandi vald","median_wage","2023",1396,"EE008","EE008",899,"Viljandi county"
"viljandi vald","median_wage","2024",1539,"EE008","EE008",899,"Viljandi county"
"viljandi vald","%change","2021",NA,"EE008","EE008",899,"Viljandi county"
"viljandi vald","%change","2022",11.6,"EE008","EE008",899,"Viljandi county"
"viljandi vald","%change","2023",11.3,"EE008","EE008",899,"Viljandi county"
"viljandi vald","%change","2024",10.4,"EE008","EE008",899,"Viljandi county"
"vinni vald","avg_wage","2021",1146,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","avg_wage","2022",1262,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","avg_wage","2023",1437,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","avg_wage","2024",1591,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","employees","2021",1684,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","employees","2022",1669,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","employees","2023",1632,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","employees","2024",1628,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","median_wage","2021",1012,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","median_wage","2022",1125,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","median_wage","2023",1280,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","median_wage","2024",1428,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","%change","2021",NA,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","%change","2022",10.1,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","%change","2023",13.9,"EE009","EE006",901,"Lääne-Viru county"
"vinni vald","%change","2024",10.7,"EE009","EE006",901,"Lääne-Viru county"
"viru-nigula vald","avg_wage","2021",1284,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","avg_wage","2022",1417,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","avg_wage","2023",1559,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","avg_wage","2024",1679,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","employees","2021",1646,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","employees","2022",1593,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","employees","2023",1531,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","employees","2024",1511,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","median_wage","2021",1113,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","median_wage","2022",1228,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","median_wage","2023",1384,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","median_wage","2024",1452,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","%change","2021",NA,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","%change","2022",10.3,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","%change","2023",10,"EE009","EE006",903,"Lääne-Viru county"
"viru-nigula vald","%change","2024",7.6,"EE009","EE006",903,"Lääne-Viru county"
"vormsi vald","avg_wage","2021",1141,"EE004","EE004",907,"Lääne county"
"vormsi vald","avg_wage","2022",1326,"EE004","EE004",907,"Lääne county"
"vormsi vald","avg_wage","2023",1555,"EE004","EE004",907,"Lääne county"
"vormsi vald","avg_wage","2024",1555,"EE004","EE004",907,"Lääne county"
"vormsi vald","employees","2021",73,"EE004","EE004",907,"Lääne county"
"vormsi vald","employees","2022",69,"EE004","EE004",907,"Lääne county"
"vormsi vald","employees","2023",71,"EE004","EE004",907,"Lääne county"
"vormsi vald","employees","2024",81,"EE004","EE004",907,"Lääne county"
"vormsi vald","median_wage","2021",1030,"EE004","EE004",907,"Lääne county"
"vormsi vald","median_wage","2022",1205,"EE004","EE004",907,"Lääne county"
"vormsi vald","median_wage","2023",1320,"EE004","EE004",907,"Lääne county"
"vormsi vald","median_wage","2024",1400,"EE004","EE004",907,"Lääne county"
"vormsi vald","%change","2021",NA,"EE004","EE004",907,"Lääne county"
"vormsi vald","%change","2022",16.2,"EE004","EE004",907,"Lääne county"
"vormsi vald","%change","2023",17.3,"EE004","EE004",907,"Lääne county"
"vormsi vald","%change","2024",0,"EE004","EE004",907,"Lääne county"
"väike-maarja vald","avg_wage","2021",1152,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","avg_wage","2022",1244,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","avg_wage","2023",1397,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","avg_wage","2024",1512,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","employees","2021",1721,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","employees","2022",1728,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","employees","2023",1715,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","employees","2024",1753,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","median_wage","2021",958,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","median_wage","2022",1060,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","median_wage","2023",1175,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","median_wage","2024",1320,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","%change","2021",NA,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","%change","2022",8,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","%change","2023",12.3,"EE009","EE006",928,"Lääne-Viru county"
"väike-maarja vald","%change","2024",8.2,"EE009","EE006",928,"Lääne-Viru county"
"võru linn","avg_wage","2021",1116,"EE008","EE008",919,"Võru county"
"võru linn","avg_wage","2022",1256,"EE008","EE008",919,"Võru county"
"võru linn","avg_wage","2023",1407,"EE008","EE008",919,"Võru county"
"võru linn","avg_wage","2024",1504,"EE008","EE008",919,"Võru county"
"võru linn","employees","2021",5591,"EE008","EE008",919,"Võru county"
"võru linn","employees","2022",5666,"EE008","EE008",919,"Võru county"
"võru linn","employees","2023",5588,"EE008","EE008",919,"Võru county"
"võru linn","employees","2024",5561,"EE008","EE008",919,"Võru county"
"võru linn","median_wage","2021",975,"EE008","EE008",919,"Võru county"
"võru linn","median_wage","2022",1102,"EE008","EE008",919,"Võru county"
"võru linn","median_wage","2023",1224,"EE008","EE008",919,"Võru county"
"võru linn","median_wage","2024",1310,"EE008","EE008",919,"Võru county"
"võru linn","%change","2021",NA,"EE008","EE008",919,"Võru county"
"võru linn","%change","2022",12.5,"EE008","EE008",919,"Võru county"
"võru linn","%change","2023",12,"EE008","EE008",919,"Võru county"
"võru linn","%change","2024",6.9,"EE008","EE008",919,"Võru county"
"võru vald","avg_wage","2021",1341,"EE008","EE008",917,"Võru county"
"võru vald","avg_wage","2022",1435,"EE008","EE008",917,"Võru county"
"võru vald","avg_wage","2023",1588,"EE008","EE008",917,"Võru county"
"võru vald","avg_wage","2024",1710,"EE008","EE008",917,"Võru county"
"võru vald","employees","2021",3434,"EE008","EE008",917,"Võru county"
"võru vald","employees","2022",3499,"EE008","EE008",917,"Võru county"
"võru vald","employees","2023",3451,"EE008","EE008",917,"Võru county"
"võru vald","employees","2024",3446,"EE008","EE008",917,"Võru county"
"võru vald","median_wage","2021",1129,"EE008","EE008",917,"Võru county"
"võru vald","median_wage","2022",1211,"EE008","EE008",917,"Võru county"
"võru vald","median_wage","2023",1355,"EE008","EE008",917,"Võru county"
"võru vald","median_wage","2024",1481,"EE008","EE008",917,"Võru county"
"võru vald","%change","2021",NA,"EE008","EE008",917,"Võru county"
"võru vald","%change","2022",7.1,"EE008","EE008",917,"Võru county"
"võru vald","%change","2023",10.6,"EE008","EE008",917,"Võru county"
"võru vald","%change","2024",7.7,"EE008","EE008",917,"Võru county"
